,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,REQUIREMENT_SET_ID,REQUIREMENT_SUBSET_ID,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,EXP_JOB_CLASS_FUNCTION,COURSE_COUNT,COURSE_LENGHT,COURSE_SUBJECT,DRIVERS_LICENSE_REQ,DRIV_LIC_TYPE,EXAM_TYPE,ENTRY_SALARY_GEN,ENTRY_SALARY_DWP,OPEN_DATE
627,SIGNAL SYSTEMS SUPERVISOR 3839 092818.txt,SIGNAL SYSTEMS SUPERVISOR,3839,0,,"  A Signal Systems Supervisor assigns, reviews and evaluates the work of several traffic signal crews engaged in installing, maintaining, and repairing electric and electronic traffic signals and controllers on a regular or emergency basis; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities. A Signal Systems Supervisor may supervise other Signal Systems Supervisors to plan and coordinate this type of work in a large area of the City or the Traffic Signal Lab.",0,, ,2,full-time,Signal Systems Electrician,, ,   ,,P, ,OPEN_INT_PROM,104123,-1,2018-09-28
628,COMMERCIAL FIELD REPRESENTATIVE 1600 120718.txt,COMMERCIAL FIELD REPRESENTATIVE,1600,2,,"  A Commercial Field Representative reads electric and water meters; explains service requirements and procedures to customers; connects and disconnects water and electric services, enters data into handheld devices; reports field irregularities; resolves customer complaints; makes field collections of utility bills; monitors and dispatches service orders to field personnel; inspects and analyzes field conditions to evaluate illegal use of services and performs related office and field duties as required. Commercial Field Representatives work outdoors in all types of weather and conditions. In addition, Commercial Field Representatives will be required to operate a vehicle in a safe manner and may work overtime including weekends and late evenings as needed.",0,, ,2,full-time,Meter Reader Customer Service Representative,, ,   ,,R, ,OPEN_INT_PROM,76285,-1,2018-12-07
629,SOLID RESOURCES SUPERINTENDENT 4102 031017 REV 032317 (2).txt,SOLID RESOURCES SUPERINTENDENT,4102,0,,"  A Solid Resources Superintendent plans, organizes, directs and coordinates the work of Solid Resources collection personnel engaged in Citywide Solid Resources collection, recycling and disposal programs or activities; prepares and monitors budgetary activities for the respective programs or activities; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.",0,, ,2,full-time,Refuse Collection Supervisor Solid Resources,, ,   ,,R, ,OPEN_INT_PROM,106884,-1,2017-03-10
630,RISK MANAGER 1530 2016 061716_REVISED.txt,RISK MANAGER,1530,2,ABCDEFGHI,"  A Risk Manager administers a comprehensive risk management program for a City department which may include:  planning, organizing and directing the work of professional, technical, and/or clerical employees engaged in the administration of a risk management program; identifying and measuring risk exposure; developing methods for controlling risks and preventing losses; collecting and analyzing data on department risks and losses; developing work place safety training and property loss prevention programs; recommending and negotiating insurance coverage; preparing cost of risk reports; recommending risk financing techniques; administering indemnity and insurance requirements for contractors, vendors, tenants and permitees; supervising or monitoring claims administration; applying sound supervisory principles and techniques in building and maintaining an effective work force; and fulfilling equal employment opportunity responsibilities.",4,"university, college", ,2,full-time,,, ,   ,,R, ,OPEN_INT_PROM,98324,107949,2016-06-17
631,ELECTRICAL ENGINEERING ASSOCIATE 7525 093016 REV 100416.txt,ELECTRICAL ENGINEERING ASSOCIATE,7525,3,,"  An Electrical Engineering Associate performs professional electrical engineering work in the preparation of designs, plans, specifications, engineering economic and cost analysis studies, schedules, contracts and reports for electrical systems and equipment, buildings and marine facilities and equipment; conducts quality assurance and safety testing, inspection, and research activities; provides technical direction in the licensing, design, construction, installation, maintenance, and operation of a wide variety of electrical systems and equipment; may perform code enforcement functions relating to designs and specifications of electrical installations and equipment approval; and does related work.",0,"university, college", ,0,,,, ,   ,,P, ,OPEN,80242,86735,2016-09-30
632,BUILDING OPERATING ENGINEER 5923 111618 REV 112818.txt,BUILDING OPERATING ENGINEER,5923,0,,"  A Building Operating Engineer operates, monitors, and performs maintenance on high pressure gas or oil fired boilers, gas or steam turbines, energy recovery boilers and heat exchangers, other heating systems, and their auxiliaries in supplying steam or high temperature hot water for space heating and similar purposes; operates, monitors, and performs maintenance on large tonnage capacity chillers used for air-conditioning, including all auxiliary related equipment such as condensers, cooling towers, pumps, and air compressors; performs water treatment tests and analysis; monitors and maintains other building service equipment; operates and programs computer based building automation systems, trouble-shoot program control sequence of operation, operates and maintains various types of refrigeration and air conditioning air handling units, operates and monitors computer based lighting control systems; responds and investigates building tenant service requests; tests and monitors fire life and safety alarm systems; maintains the building operability while optimizing equipment performance for efficient energy management and energy reduction. ",0,, ,0,,,, ,   ,,P, ,OPEN,92352,-1,2018-11-16
633,CONSTRUCTION AND MAINTENANCE SUPERVISOR 3127 030416.txt,CONSTRUCTION AND MAINTENANCE SUPERVISOR,3127,3,,"  A Construction and Maintenance Supervisor assigns, reviews and evaluates the work of field crews made up of craft and Labor Supervisors, journey-level workers, equipment operators, helpers, and laborers engaged in varied construction and maintenance work; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.",0,, ,2,full-time,,|a class at the level of Carpenter Supervisor supervising a crew doing construction work; or, ,   ,,P, ,OPEN_INT_PROM,114485,36014,2016-03-04
634,EXHIBIT PREPARATOR 2444 062416.txt,EXHIBIT PREPARATOR,2444,0,,"  Under general supervision, an Exhibit Preparator assigns, reviews and evaluates the work of employees engaged in the construction and installation of exhibits at a gallery or exhibit facility and personally performs the more complicated design, production and installation work; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities; and does related work.",0,, ,2,full-time,,|work involving the preparation and installation of display units in an art gallery or museum| including the care| handling| and display of valuable art objects or museum pieces., ,   ,,R, ,OPEN_INT_PROM,52440,-1,2016-06-24
635,DETENTION OFFICER 3211 113018.txt,DETENTION OFFICER ,3211,7,,"  A Detention Officer is an unarmed civilian employee of the Police Department who processes arrestees, including booking, fingerprinting, and maintaining custody and control.  ALL positions include duties, which require the ability to type using a computer keyboard.",0,"university, high school, college", ,6,,,| law enforcement officer| correctional officer| traffic officer| park ranger| security guard| or security officer which provides experience safeguarding objects| materials| or people; or, ,   ,,R, ,OPEN,58338,-1,2018-11-30
636,WATER TREATMENT SUPERVISOR 5887 072018.txt,WATER TREATMENT SUPERVISOR,5887,0,,"  A Water Treatment Supervisor assigns, reviews, and evaluates the work of a group of employees engaged in the operation, regulation, maintenance, and repair of equipment and facilities used in the treatment, and disinfection of water; applies sound supervisory principles and techniques in building and maintaining an effective work force, and fulfills equal employment opportunity responsibilities.",0,, ,4,full-time,Water Treatment Operator,, ,   ,,P, ,OPEN_INT_PROM,112460,-1,2018-07-20
637,RECREATION SUPERVISOR 2460 101416 REVISED 102716.txt,RECREATION SUPERVISOR,2460,0,,"  A Recreation Supervisor plans, organizes and directs the work of subordinate personnel such as Senior Recreation Directors, Recreation Facility Directors, and Child Care Directors engaged in directing recreational activities within a geographical district; may plan, organize and direct a specialized Citywide recreational program; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,1,full-time,Senior Recreation Director,, ,   ,,P, ,OPEN_INT_PROM,77882,-1,2016-10-14
638,CHIEF COMMUNICATIONS OPERATOR 1466 122217.txt,CHIEF COMMUNICATIONS OPERATOR,1466,2,,"  A Chief Communications Operator plans, organizes and directs the work of a large group of communications employees engaged in the operation of a large Citywide radio and telephone activity; and applies sound supervisory principles and techniques in building and maintaining an effective work force.",0,, ,2,full-time,Principal Communications Operator,, ,   ,,P, ,OPEN_INT_PROM,74478,84198,2017-12-22
